page,page_num,winner_filename,selection_method,winner_score,layout_type,ad_type,category
page_246,246,page_246_semantic_3.csv,SCORE_TIED_RECENCY,76.55,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_247,247,page_247_semantic_3.csv,SCORE_TIED_RECENCY,76.62,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_248,248,page_248_semantic_2.csv,SCORE_TIED_RECENCY,79.96,COMPLEX_LAYOUT,NO_AD,COMPLEX_LAYOUT: NO_AD
page_249,249,page_249_semantic_3.csv,SCORE_CLEAR,78.56,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_250,250,page_250_semantic_2.csv,SCORE_TIED_RECENCY,77.53,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_251,251,page_251_semantic_3.csv,SCORE_CLEAR,78.64,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_252,252,page_252_semantic_2.csv,SCORE_TIED_RECENCY,76.02,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_253,253,page_253_semantic_2.csv,SCORE_TIED_RECENCY,76.91,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_254,254,page_254_semantic_3.csv,SCORE_CLEAR,77.86,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_255,255,page_255_semantic_2.csv,SCORE_TIED_RECENCY,77.24,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_256,256,page_256_semantic_2.csv,SCORE_TIED_RECENCY,76.51,COMPLEX_LAYOUT,NO_AD,COMPLEX_LAYOUT: NO_AD
page_257,257,page_257_semantic_3.csv,SCORE_TIED_RECENCY,74.95,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_258,258,page_258_semantic_3.csv,SCORE_CLEAR,78.98,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_259,259,page_259_semantic_3.csv,SCORE_TIED_RECENCY,78.75,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_260,260,page_260_semantic_3.csv,SCORE_TIED_RECENCY,78.17,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_261,261,page_261_semantic_2.csv,SCORE_CLEAR,76.62,COMPLEX_LAYOUT,NO_AD,COMPLEX_LAYOUT: NO_AD
page_262,262,page_262_semantic_3.csv,SCORE_TIED_RECENCY,80.97,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_263,263,page_263_semantic_3.csv,SCORE_TIED_RECENCY,79.45,COMPLEX_LAYOUT,,COMPLEX_LAYOUT: OTHER_UNPARSED
page_264,264,page_264_semantic_3.csv,SCORE_TIED_RECENCY,74.01,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_265,265,page_265_semantic_3.csv,SCORE_TIED_RECENCY,78.23,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_266,266,page_266_semantic_3.csv,SCORE_TIED_RECENCY,79.04,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_267,267,page_267_semantic_3.csv,SCORE_TIED_RECENCY,81.07,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_268,268,page_268_semantic_2.csv,SCORE_CLEAR,74.21,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_269,269,page_269_semantic_3.csv,SCORE_TIED_RECENCY,75.86,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_270,270,page_270_semantic_2.csv,SCORE_CLEAR,74.71,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_271,271,page_271_semantic_2.csv,SCORE_CLEAR,73.46,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_272,272,page_272_semantic_2.csv,SCORE_TIED_RECENCY,77.94,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_273,273,page_273_semantic_3.csv,SCORE_CLEAR,80.42,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_274,274,page_274_semantic_3.csv,SCORE_TIED_RECENCY,77.72,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_275,275,page_275_semantic_3.csv,SCORE_TIED_RECENCY,74.65,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_276,276,page_276_semantic_2.csv,SCORE_TIED_RECENCY,79.23,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_277,277,page_277_semantic_2.csv,SCORE_TIED_RECENCY,80.26,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_278,278,page_278_semantic_3.csv,SCORE_TIED_RECENCY,77.78,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_279,279,page_279_semantic_3.csv,SCORE_TIED_RECENCY,76.73,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_280,280,page_280_semantic_2.csv,SCORE_CLEAR,76.9,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_281,281,page_281_semantic_3.csv,SCORE_TIED_RECENCY,75.08,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_282,282,page_282_semantic_2.csv,SCORE_TIED_RECENCY,79.4,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_283,283,page_283_semantic_2.csv,SCORE_TIED_RECENCY,78.45,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_284,284,page_284_semantic_3.csv,SCORE_TIED_RECENCY,77.42,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_285,285,page_285_semantic_2.csv,SCORE_CLEAR,79.54,COMPLEX_LAYOUT,NO_AD,COMPLEX_LAYOUT: NO_AD
page_286,286,page_286_semantic_3.csv,SCORE_TIED_RECENCY,82.95,COMPLEX_LAYOUT,NO_AD,COMPLEX_LAYOUT: NO_AD
page_287,287,page_287_semantic_3.csv,SCORE_CLEAR,81.76,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_288,288,page_288_semantic_3.csv,SCORE_TIED_RECENCY,79.1,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_289,289,page_289_semantic_2.csv,SCORE_CLEAR,75.67,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_290,290,page_290_semantic_2.csv,SCORE_CLEAR,74.83,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_291,291,page_291_semantic_2.csv,SCORE_CLEAR,74.77,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_292,292,page_292_semantic_3.csv,SCORE_CLEAR,77.03,COMPLEX_LAYOUT,OTHER_UNPARSED,COMPLEX_LAYOUT: OTHER_UNPARSED
page_293,293,page_293_semantic_2.csv,SCORE_TIED_RECENCY,80.4,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_294,294,page_294_semantic_3.csv,SCORE_TIED_RECENCY,76.78,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_295,295,page_295_semantic_3.csv,SCORE_TIED_RECENCY,73.24,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_296,296,page_296_semantic_3.csv,SCORE_CLEAR,79.22,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_297,297,page_297_semantic_3.csv,SCORE_TIED_RECENCY,80.88,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_298,298,page_298_semantic_3.csv,SCORE_TIED_RECENCY,76.81,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_299,299,page_299_semantic_3.csv,SCORE_TIED_RECENCY,75.11,COMPLEX_LAYOUT,OTHER_UNPARSED,COMPLEX_LAYOUT: OTHER_UNPARSED
page_300,300,page_300_semantic_2.csv,SCORE_CLEAR,76.87,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_301,301,page_301_semantic_2.csv,SCORE_CLEAR,73.96,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_302,302,page_302_semantic_2.csv,SCORE_TIED_RECENCY,79.32,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_303,303,page_303_semantic_3.csv,SCORE_TIED_RECENCY,76.36,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_304,304,page_304_semantic_3.csv,SCORE_TIED_RECENCY,72.87,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_305,305,page_305_semantic_2.csv,SCORE_CLEAR,73.47,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_306,306,page_306_semantic_3.csv,SCORE_CLEAR,76.92,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_307,307,page_307_semantic_2.csv,SCORE_TIED_RECENCY,80.93,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_308,308,page_308_semantic_2.csv,SCORE_CLEAR,78.2,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_309,309,page_309_semantic_2.csv,SCORE_TIED_RECENCY,76.41,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_310,310,page_310_semantic_2.csv,SCORE_CLEAR,71.94,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_311,311,page_311_semantic_2.csv,SCORE_CLEAR,75.28,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_312,312,page_312_semantic_3.csv,SCORE_TIED_RECENCY,79.12,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_313,313,page_313_semantic_2.csv,SCORE_TIED_RECENCY,77.9,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_314,314,page_314_semantic_3.csv,SCORE_TIED_RECENCY,73.21,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_315,315,page_315_semantic_3.csv,SCORE_TIED_RECENCY,74.46,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_316,316,page_316_semantic_3.csv,SCORE_CLEAR,77.92,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_317,317,page_317_semantic_2.csv,SCORE_TIED_RECENCY,79.64,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_318,318,page_318_semantic_3.csv,SCORE_TIED_RECENCY,75.11,COMPLEX_LAYOUT,OTHER_UNPARSED,COMPLEX_LAYOUT: OTHER_UNPARSED
page_319,319,page_319_semantic_3.csv,SCORE_TIED_RECENCY,70.97,COMPLEX_LAYOUT,FULL_AD,FULL_AD (hardcoded)
page_320,320,page_320_semantic_2.csv,SCORE_TIED_RECENCY,73.64,,,FULL_AD (hardcoded)
page_321,321,page_321_semantic_2.csv,SCORE_TIED_RECENCY,74.57,COMPLEX_LAYOUT,FULL_AD,FULL_AD (hardcoded)
page_322,322,page_322_semantic_3.csv,SCORE_TIED_RECENCY,71.94,COMPLEX_LAYOUT,FULL_AD,FULL_AD (hardcoded)
page_323,323,page_323_semantic_3.csv,SCORE_TIED_RECENCY,77.74,COMPLEX_LAYOUT,FULL_AD,FULL_AD (hardcoded)
page_324,324,page_324_semantic_3.csv,SCORE_CLEAR,76.16,COMPLEX_LAYOUT,FULL_AD,FULL_AD (hardcoded)
page_325,325,page_325_semantic_3.csv,SCORE_TIED_RECENCY,76.62,COMPLEX_LAYOUT,FULL_AD,FULL_AD (hardcoded)
page_326,326,page_326_semantic_2.csv,SCORE_CLEAR,68.97,COMPLEX_LAYOUT,FULL_AD,FULL_AD (hardcoded)
page_327,327,page_327_semantic_3.csv,SCORE_TIED_RECENCY,73.97,COMPLEX_LAYOUT,FULL_AD,FULL_AD (hardcoded)
page_328,328,page_328_semantic_2.csv,SCORE_TIED_RECENCY,76.3,COMPLEX_LAYOUT,FULL_AD,FULL_AD (hardcoded)
page_329,329,page_329_semantic_3.csv,SCORE_TIED_RECENCY,77.34,COMPLEX_LAYOUT,FULL_AD,FULL_AD (hardcoded)
page_331,331,page_331_semantic_3.csv,SCORE_CLEAR,73.75,SIMPLE_LAYOUT,FULL_AD,FULL_AD (hardcoded)
page_332,332,page_332_semantic_3.csv,SCORE_TIED_RECENCY,72.29,COMPLEX_LAYOUT,OTHER_UNPARSED,COMPLEX_LAYOUT: OTHER_UNPARSED
page_333,333,page_333_semantic_2.csv,SCORE_CLEAR,74.69,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_334,334,page_334_semantic_2.csv,SCORE_TIED_RECENCY,78.25,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_335,335,page_335_semantic_2.csv,SCORE_TIED_RECENCY,77.68,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_336,336,page_336_semantic_3.csv,SCORE_TIED_RECENCY,73.85,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_337,337,page_337_semantic_3.csv,SCORE_TIED_RECENCY,72.31,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_338,338,page_338_semantic_2.csv,SCORE_TIED_RECENCY,77.58,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_339,339,page_339_semantic_2.csv,SCORE_TIED_RECENCY,77.84,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_340,340,page_340_semantic_3.csv,SCORE_TIED_RECENCY,74.06,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_342,342,page_342_semantic_2.csv,SCORE_TIED_RECENCY,77.56,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_343,343,page_343_semantic_2.csv,SCORE_TIED_RECENCY,79.42,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_344,344,page_344_semantic_3.csv,SCORE_TIED_RECENCY,76.19,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_345,345,page_345_semantic_3.csv,SCORE_TIED_RECENCY,76.62,COMPLEX_LAYOUT,OTHER_UNPARSED,COMPLEX_LAYOUT: OTHER_UNPARSED
page_346,346,page_346_semantic_2.csv,SCORE_TIED_RECENCY,79.24,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_347,347,page_347_semantic_2.csv,SCORE_TIED_RECENCY,79.05,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_348,348,page_348_semantic_3.csv,SCORE_TIED_RECENCY,70.04,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_350,350,page_350_semantic_3.csv,SCORE_TIED_RECENCY,75.87,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_351,351,page_351_semantic_3.csv,SCORE_TIED_RECENCY,75.43,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_352,352,page_352_semantic_2.csv,SCORE_TIED_RECENCY,77.27,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_353,353,page_353_semantic_3.csv,SCORE_TIED_RECENCY,78.54,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_354,354,page_354_semantic_2.csv,SCORE_CLEAR,74.53,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_355,355,page_355_semantic_2.csv,SCORE_CLEAR,75.62,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_356,356,page_356_semantic_2.csv,SCORE_TIED_RECENCY,78.46,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_357,357,page_357_semantic_3.csv,SCORE_TIED_RECENCY,77.35,COMPLEX_LAYOUT,OTHER_UNPARSED,COMPLEX_LAYOUT: OTHER_UNPARSED
page_358,358,page_358_semantic_2.csv,SCORE_CLEAR,77.5,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_359,359,page_359_semantic_3.csv,SCORE_TIED_RECENCY,75.03,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_360,360,page_360_semantic_2.csv,SCORE_TIED_RECENCY,77.93,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_361,361,page_361_semantic_2.csv,SCORE_TIED_RECENCY,79.96,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_362,362,page_362_semantic_3.csv,SCORE_TIED_RECENCY,74.9,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_363,363,page_363_semantic_3.csv,SCORE_TIED_RECENCY,74.87,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_364,364,page_364_semantic_3.csv,SCORE_CLEAR,79.27,COMPLEX_LAYOUT,NO_AD,COMPLEX_LAYOUT: NO_AD
page_365,365,page_365_semantic_3.csv,SCORE_CLEAR,78.92,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_366,366,page_366_semantic_3.csv,SCORE_TIED_RECENCY,75.31,COMPLEX_LAYOUT,OTHER_UNPARSED,COMPLEX_LAYOUT: OTHER_UNPARSED
page_367,367,page_367_semantic_1.csv,SCORE_CLEAR,74.73,,,SIMPLE_LAYOUT (auto NO_AD)
page_368,368,page_368_semantic_3.csv,SCORE_TIED_RECENCY,79.56,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_369,369,page_369_semantic_2.csv,SCORE_TIED_RECENCY,79.0,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_370,370,page_370_semantic_2.csv,SCORE_TIED_RECENCY,78.44,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_371,371,page_371_semantic_3.csv,SCORE_TIED_RECENCY,78.51,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_372,372,page_372_semantic_2.csv,SCORE_CLEAR,74.96,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_373,373,page_373_semantic_1.csv,SINGLE,76.95,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_374,374,page_374_semantic_3.csv,SCORE_CLEAR,79.31,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_375,375,page_375_semantic_3.csv,SCORE_CLEAR,79.58,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_376,376,page_376_semantic_2.csv,SCORE_CLEAR,74.66,COMPLEX_LAYOUT,NO_AD,COMPLEX_LAYOUT: NO_AD
page_377,377,page_377_semantic_2.csv,SCORE_CLEAR,75.91,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_378,378,page_378_semantic_3.csv,SCORE_CLEAR,79.56,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_379,379,page_379_semantic_3.csv,SCORE_CLEAR,79.81,COMPLEX_LAYOUT,NO_AD,COMPLEX_LAYOUT: NO_AD
page_380,380,page_380_semantic_3.csv,SCORE_CLEAR,79.49,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_381,381,page_381_semantic_3.csv,SCORE_CLEAR,79.15,COMPLEX_LAYOUT,OTHER_UNPARSED,COMPLEX_LAYOUT: OTHER_UNPARSED
page_382,382,page_382_semantic_2.csv,SCORE_CLEAR,76.11,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_383,383,page_383_semantic_1.csv,SCORE_CLEAR,75.76,,,SIMPLE_LAYOUT (auto NO_AD)
page_384,384,page_384_semantic_3.csv,SCORE_CLEAR,78.56,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_385,385,page_385_semantic_3.csv,SCORE_CLEAR,77.49,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_386,386,page_386_semantic_2.csv,SCORE_CLEAR,74.57,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_387,387,page_387_semantic_2.csv,SCORE_CLEAR,73.62,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_388,388,page_388_semantic_3.csv,SCORE_CLEAR,79.63,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_389,389,page_389_semantic_2.csv,SCORE_TIED_RECENCY,79.39,COMPLEX_LAYOUT,NO_AD,COMPLEX_LAYOUT: NO_AD
page_390,390,page_390_semantic_3.csv,SCORE_CLEAR,78.12,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_391,391,page_391_semantic_2.csv,SCORE_TIED_RECENCY,78.32,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_392,392,page_392_semantic_3.csv,SCORE_TIED_RECENCY,74.71,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_393,393,page_393_semantic_2.csv,SCORE_CLEAR,74.47,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_394,394,page_394_semantic_3.csv,SCORE_CLEAR,78.19,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_395,395,page_395_semantic_2.csv,SCORE_TIED_RECENCY,78.16,COMPLEX_LAYOUT,NO_AD,COMPLEX_LAYOUT: NO_AD
page_396,396,page_396_semantic_3.csv,SCORE_TIED_RECENCY,76.52,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_397,397,page_397_semantic_2.csv,SCORE_CLEAR,73.42,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_398,398,page_398_semantic_3.csv,SCORE_CLEAR,77.8,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_399,399,page_399_semantic_2.csv,SCORE_TIED_RECENCY,78.53,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_400,400,page_400_semantic_2.csv,SCORE_CLEAR,74.86,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_401,401,page_401_semantic_3.csv,SCORE_TIED_RECENCY,74.82,COMPLEX_LAYOUT,OTHER_UNPARSED,COMPLEX_LAYOUT: OTHER_UNPARSED
page_402,402,page_402_semantic_3.csv,SCORE_CLEAR,78.17,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_403,403,page_403_semantic_3.csv,SCORE_CLEAR,78.59,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_404,404,page_404_semantic_2.csv,SCORE_CLEAR,75.52,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_405,405,page_405_semantic_2.csv,SCORE_CLEAR,75.03,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_406,406,page_406_semantic_3.csv,SCORE_TIED_RECENCY,76.75,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_407,407,page_407_semantic_2.csv,SCORE_TIED_RECENCY,77.11,COMPLEX_LAYOUT,OTHER_UNPARSED,COMPLEX_LAYOUT: OTHER_UNPARSED
page_408,408,page_408_semantic_3.csv,SCORE_TIED_RECENCY,74.21,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_409,409,page_409_semantic_2.csv,SCORE_CLEAR,74.21,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_410,410,page_410_semantic_2.csv,SCORE_CLEAR,73.64,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_411,411,page_411_semantic_2.csv,SCORE_CLEAR,75.89,COMPLEX_LAYOUT,OTHER_UNPARSED,COMPLEX_LAYOUT: OTHER_UNPARSED
page_412,412,page_412_semantic_3.csv,SCORE_CLEAR,79.41,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_413,413,page_413_semantic_3.csv,SCORE_CLEAR,77.95,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_414,414,page_414_semantic_2.csv,SCORE_CLEAR,75.55,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_415,415,page_415_semantic_2.csv,SCORE_CLEAR,76.18,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_416,416,page_416_semantic_2.csv,SCORE_TIED_RECENCY,79.69,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_417,417,page_417_semantic_2.csv,SCORE_TIED_RECENCY,79.86,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_418,418,page_418_semantic_3.csv,SCORE_TIED_RECENCY,76.9,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
