page,page_num,winner_filename,selection_method,winner_score,layout_type,ad_type,category
page_2,2,page_2_semantic_3.csv,SCORE_TIED_RECENCY,0.0,,,SKIP_PAGES (real content)
page_3,3,page_3_semantic_3.csv,SCORE_TIED_RECENCY,75.85,COMPLEX_LAYOUT,FULL_AD,FULL_AD (hardcoded)
page_4,4,page_4_semantic_3.csv,SCORE_CLEAR,80.04,COMPLEX_LAYOUT,FULL_AD,FULL_AD (hardcoded)
page_5,5,page_5_semantic_2.csv,SCORE_TIED_RECENCY,75.5,COMPLEX_LAYOUT,FULL_AD,FULL_AD (hardcoded)
page_7,7,page_7_semantic_3.csv,SCORE_TIED_RECENCY,0.0,,,SKIP_PAGES (real content)
page_10,10,page_10_semantic_2.csv,SCORE_CLEAR,80.84,COMPLEX_LAYOUT,NO_AD,COMPLEX_LAYOUT: NO_AD
page_11,11,page_11_semantic_3.csv,SCORE_TIED_RECENCY,74.44,COMPLEX_LAYOUT,FULL_AD,FULL_AD (hardcoded)
page_12,12,page_12_semantic_3.csv,SCORE_CLEAR,70.24,SIMPLE_LAYOUT,FULL_AD,FULL_AD (hardcoded)
page_13,13,page_13_semantic_2.csv,SCORE_TIED_RECENCY,72.54,COMPLEX_LAYOUT,FULL_AD,FULL_AD (hardcoded)
page_14,14,page_14_semantic_4.csv,SCORE_TIED_RECENCY,79.74,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_15,15,page_15_semantic_2.csv,SCORE_TIED_RECENCY,70.76,COMPLEX_LAYOUT,NO_AD,COMPLEX_LAYOUT: NO_AD
page_16,16,page_16_semantic_2.csv,SCORE_CLEAR,71.01,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_17,17,page_17_semantic_2.csv,SCORE_CLEAR,72.37,COMPLEX_LAYOUT,NO_AD,COMPLEX_LAYOUT: NO_AD
page_18,18,page_18_semantic_3.csv,SCORE_TIED_RECENCY,71.18,COMPLEX_LAYOUT,OTHER_UNPARSED,COMPLEX_LAYOUT: OTHER_UNPARSED
page_19,19,page_19_semantic_3.csv,SCORE_TIED_RECENCY,66.97,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_20,20,page_20_semantic_3.csv,SCORE_TIED_RECENCY,76.29,COMPLEX_LAYOUT,FULL_AD,FULL_AD (hardcoded)
page_21,21,page_21_semantic_3.csv,SCORE_TIED_RECENCY,76.29,,,FULL_AD (hardcoded)
page_22,22,page_22_semantic_4.csv,SCORE_CLEAR,78.48,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_23,23,page_23_semantic_4.csv,SCORE_TIED_RECENCY,73.93,COMPLEX_LAYOUT,FULL_AD,FULL_AD (hardcoded)
page_24,24,page_24_semantic_2.csv,SCORE_CLEAR,70.75,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_25,25,page_25_semantic_4.csv,SCORE_TIED_RECENCY,72.83,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_26,26,page_26_semantic_3.csv,SCORE_TIED_RECENCY,70.8,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_27,27,page_27_semantic_5.csv,SCORE_TIED_RECENCY,70.97,COMPLEX_LAYOUT,FULL_AD,FULL_AD (hardcoded)
page_28,28,page_28_semantic_4.csv,SCORE_TIED_RECENCY,67.6,COMPLEX_LAYOUT,OTHER_UNPARSED,COMPLEX_LAYOUT: OTHER_UNPARSED
page_29,29,page_29_semantic_2.csv,SCORE_CLEAR,72.63,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_30,30,page_30_semantic_4.csv,SCORE_TIED_RECENCY,75.12,COMPLEX_LAYOUT,FULL_AD,FULL_AD (hardcoded)
page_31,31,page_31_semantic_4.csv,SCORE_TIED_RECENCY,64.75,COMPLEX_LAYOUT,FULL_AD,FULL_AD (hardcoded)
page_32,32,page_32_semantic_4.csv,SCORE_CLEAR,74.58,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_33,33,page_33_semantic_3.csv,SCORE_CLEAR,70.43,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_34,34,page_34_semantic_3.csv,SCORE_TIED_RECENCY,68.21,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_35,35,page_35_semantic_4.csv,SCORE_TIED_RECENCY,67.05,COMPLEX_LAYOUT,OTHER_UNPARSED,COMPLEX_LAYOUT: OTHER_UNPARSED
page_36,36,page_36_semantic_2.csv,SCORE_CLEAR,78.7,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_37,37,page_37_semantic_3.csv,SCORE_TIED_RECENCY,75.26,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_38,38,page_38_semantic_1.csv,EXCLUDED_FALLBACK,39.92,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_39,39,page_39_semantic_3.csv,SCORE_TIED_RECENCY,80.65,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_40,40,page_40_semantic_3.csv,SCORE_TIED_RECENCY,66.33,SIMPLE_LAYOUT,FULL_AD,FULL_AD (hardcoded)
page_41,41,page_41_semantic_2.csv,SCORE_CLEAR,73.41,COMPLEX_LAYOUT,FULL_AD,FULL_AD (hardcoded)
page_42,42,page_42_semantic_2.csv,SCORE_TIED_RECENCY,84.29,COMPLEX_LAYOUT,NO_AD,COMPLEX_LAYOUT: NO_AD
page_43,43,page_43_semantic_2.csv,SCORE_TIED_RECENCY,76.79,COMPLEX_LAYOUT,NO_AD,COMPLEX_LAYOUT: NO_AD
page_44,44,page_44_semantic_3.csv,SCORE_TIED_RECENCY,74.86,COMPLEX_LAYOUT,,SIMPLE_LAYOUT (auto NO_AD)
page_45,45,page_45_semantic_3.csv,SCORE_CLEAR,79.78,COMPLEX_LAYOUT,NO_AD,COMPLEX_LAYOUT: NO_AD
page_46,46,page_46_semantic_3.csv,SCORE_TIED_RECENCY,63.38,COMPLEX_LAYOUT,FULL_AD,FULL_AD (hardcoded)
page_47,47,page_47_semantic_3.csv,SCORE_TIED_RECENCY,61.29,COMPLEX_LAYOUT,FULL_AD,FULL_AD (hardcoded)
page_48,48,page_48_semantic_3.csv,SCORE_TIED_RECENCY,75.1,COMPLEX_LAYOUT,NO_AD,COMPLEX_LAYOUT: NO_AD
page_49,49,page_49_semantic_3.csv,SCORE_TIED_RECENCY,75.16,COMPLEX_LAYOUT,NO_AD,COMPLEX_LAYOUT: NO_AD
page_50,50,page_50_semantic_3.csv,SCORE_TIED_RECENCY,78.76,COMPLEX_LAYOUT,NO_AD,COMPLEX_LAYOUT: NO_AD
page_51,51,page_51_semantic_3.csv,SCORE_TIED_RECENCY,72.03,COMPLEX_LAYOUT,NO_AD,COMPLEX_LAYOUT: NO_AD
page_52,52,page_52_semantic_2.csv,SCORE_TIED_RECENCY,80.31,COMPLEX_LAYOUT,NO_AD,COMPLEX_LAYOUT: NO_AD
page_53,53,page_53_semantic_3.csv,SCORE_CLEAR,78.22,COMPLEX_LAYOUT,NO_AD,COMPLEX_LAYOUT: NO_AD
page_54,54,page_54_semantic_2.csv,SCORE_CLEAR,77.87,COMPLEX_LAYOUT,NO_AD,COMPLEX_LAYOUT: NO_AD
page_55,55,page_55_semantic_3.csv,SCORE_TIED_RECENCY,75.01,COMPLEX_LAYOUT,NO_AD,COMPLEX_LAYOUT: NO_AD
page_56,56,page_56_semantic_2.csv,SCORE_TIED_RECENCY,78.01,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_57,57,page_57_semantic_3.csv,SCORE_CLEAR,76.85,SIMPLE_LAYOUT,NO_AD,SIMPLE_LAYOUT (auto NO_AD)
page_58,58,page_58_semantic_2.csv,SCORE_CLEAR,85.01,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_59,59,page_59_semantic_3.csv,SCORE_TIED_RECENCY,61.07,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_60,60,page_60_semantic_3.csv,SCORE_CLEAR,79.95,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_61,61,page_61_semantic_2.csv,SCORE_TIED_RECENCY,78.27,COMPLEX_LAYOUT,NO_AD,COMPLEX_LAYOUT: NO_AD
page_62,62,page_62_semantic_3.csv,SCORE_TIED_RECENCY,61.58,COMPLEX_LAYOUT,NO_AD,COMPLEX_LAYOUT: NO_AD
page_63,63,page_63_semantic_2.csv,SCORE_CLEAR,84.95,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_64,64,page_64_semantic_2.csv,SCORE_TIED_RECENCY,77.63,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_65,65,page_65_semantic_2.csv,SCORE_TIED_RECENCY,78.64,COMPLEX_LAYOUT,NO_AD,COMPLEX_LAYOUT: NO_AD
page_66,66,page_66_semantic_3.csv,SCORE_TIED_RECENCY,75.96,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_67,67,page_67_semantic_3.csv,SCORE_TIED_RECENCY,72.49,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_68,68,page_68_semantic_3.csv,SCORE_CLEAR,77.79,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_69,69,page_69_semantic_3.csv,SCORE_CLEAR,78.34,COMPLEX_LAYOUT,NO_AD,COMPLEX_LAYOUT: NO_AD
page_70,70,page_70_semantic_3.csv,SCORE_CLEAR,75.45,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
page_71,71,page_71_semantic_3.csv,SCORE_CLEAR,74.65,COMPLEX_LAYOUT,PARTIAL_AD,COMPLEX_LAYOUT: PARTIAL_AD
