page,page_num,n_runs_found,n_valid_runs,winner_filename,selection_method,winner_score,scores_tied,reason,all_scores,single_run_flag,ocr_file_found,timestamp
page_312,312,3,3,page_312_semantic_3.csv,SCORE_TIED_RECENCY,79.12,True,tied(gap=0.00)_recency(2026-05-07),page_312_semantic_1.csv=79.12; page_312_semantic_2.csv=79.12; page_312_semantic_3.csv=79.12,False,True,2026-06-28T20:53:43.428396
page_313,313,3,3,page_313_semantic_2.csv,SCORE_TIED_RECENCY,77.9,True,tied(gap=0.00)_recency(2026-05-07),page_313_semantic_1.csv=77.90; page_313_semantic_2.csv=77.90; page_313_semantic_3.csv=77.61,False,True,2026-06-28T20:53:51.160126
page_314,314,3,3,page_314_semantic_3.csv,SCORE_TIED_RECENCY,73.21,True,tied(gap=0.00)_recency(2026-05-07),page_314_semantic_1.csv=73.21; page_314_semantic_2.csv=73.08; page_314_semantic_3.csv=73.21,False,True,2026-06-28T20:53:58.533118
page_315,315,3,3,page_315_semantic_3.csv,SCORE_TIED_RECENCY,74.46,True,tied(gap=0.00)_recency(2026-05-07),page_315_semantic_1.csv=74.46; page_315_semantic_2.csv=74.31; page_315_semantic_3.csv=74.46,False,True,2026-06-28T20:54:06.830248
page_316,316,3,3,page_316_semantic_3.csv,SCORE_CLEAR,77.92,False,score_gap(77.92_vs_77.15),page_316_semantic_1.csv=77.15; page_316_semantic_2.csv=77.15; page_316_semantic_3.csv=77.92,False,True,2026-06-28T20:54:14.301405
page_317,317,3,3,page_317_semantic_2.csv,SCORE_TIED_RECENCY,79.64,True,tied(gap=0.00)_recency(2026-05-07),page_317_semantic_1.csv=79.64; page_317_semantic_2.csv=79.64; page_317_semantic_3.csv=79.17,False,True,2026-06-28T20:54:22.599992
page_318,318,3,3,page_318_semantic_3.csv,SCORE_TIED_RECENCY,75.11,True,tied(gap=0.00)_recency(2026-05-07),page_318_semantic_1.csv=75.11; page_318_semantic_2.csv=74.76; page_318_semantic_3.csv=75.11,False,True,2026-06-28T20:54:30.688414
page_319,319,3,3,page_319_semantic_3.csv,SCORE_TIED_RECENCY,70.97,True,tied(gap=0.00)_recency(2026-05-07),page_319_semantic_1.csv=70.97; page_319_semantic_2.csv=70.97; page_319_semantic_3.csv=70.97,False,True,2026-06-28T20:54:38.162407
page_320,320,2,2,page_320_semantic_2.csv,SCORE_TIED_RECENCY,73.64,True,tied(gap=0.00)_recency(2026-06-29),page_320_semantic_1.csv=73.64; page_320_semantic_2.csv=73.64,False,True,2026-06-29T14:52:25.923936
page_321,321,3,3,page_321_semantic_2.csv,SCORE_TIED_RECENCY,74.57,True,tied(gap=0.00)_recency(2026-05-07),page_321_semantic_1.csv=74.57; page_321_semantic_2.csv=74.57; page_321_semantic_3.csv=73.27,False,True,2026-06-28T20:54:52.468719
page_322,322,3,3,page_322_semantic_3.csv,SCORE_TIED_RECENCY,71.94,True,tied(gap=0.00)_recency(2026-05-07),page_322_semantic_1.csv=71.94; page_322_semantic_2.csv=71.94; page_322_semantic_3.csv=71.94,False,True,2026-06-28T20:55:00.940403
page_323,323,3,3,page_323_semantic_3.csv,SCORE_TIED_RECENCY,77.74,True,tied(gap=0.00)_recency(2026-05-07),page_323_semantic_1.csv=77.74; page_323_semantic_2.csv=77.74; page_323_semantic_3.csv=77.74,False,True,2026-06-28T20:55:08.680551
page_324,324,3,3,page_324_semantic_3.csv,SCORE_CLEAR,76.16,False,score_gap(76.16_vs_75.22),page_324_semantic_1.csv=75.22; page_324_semantic_2.csv=75.22; page_324_semantic_3.csv=76.16,False,True,2026-06-28T20:55:16.463813
page_325,325,3,3,page_325_semantic_3.csv,SCORE_TIED_RECENCY,76.62,True,tied(gap=0.00)_recency(2026-05-07),page_325_semantic_1.csv=76.62; page_325_semantic_2.csv=76.62; page_325_semantic_3.csv=76.62,False,True,2026-06-28T20:55:24.958585
page_326,326,3,3,page_326_semantic_2.csv,SCORE_CLEAR,68.97,False,score_gap(68.97_vs_67.10),page_326_semantic_1.csv=67.10; page_326_semantic_2.csv=68.97; page_326_semantic_3.csv=67.10,False,True,2026-06-28T20:55:32.851466
page_327,327,3,3,page_327_semantic_3.csv,SCORE_TIED_RECENCY,73.97,True,tied(gap=0.00)_recency(2026-05-07),page_327_semantic_1.csv=73.97; page_327_semantic_2.csv=73.93; page_327_semantic_3.csv=73.97,False,True,2026-06-28T20:55:40.095351
page_328,328,3,3,page_328_semantic_2.csv,SCORE_TIED_RECENCY,76.3,True,tied(gap=0.00)_recency(2026-05-07),page_328_semantic_1.csv=76.30; page_328_semantic_2.csv=76.30; page_328_semantic_3.csv=75.40,False,True,2026-06-28T20:55:47.963954
page_329,329,3,3,page_329_semantic_3.csv,SCORE_TIED_RECENCY,77.34,True,tied(gap=0.00)_recency(2026-05-07),page_329_semantic_1.csv=77.34; page_329_semantic_2.csv=77.34; page_329_semantic_3.csv=77.34,False,True,2026-06-28T20:55:56.371195
page_331,331,3,3,page_331_semantic_3.csv,SCORE_CLEAR,73.75,False,score_gap(73.75_vs_65.79),page_331_semantic_1.csv=65.79; page_331_semantic_2.csv=65.79; page_331_semantic_3.csv=73.75,False,True,2026-06-28T20:56:03.561976
page_332,332,3,3,page_332_semantic_3.csv,SCORE_TIED_RECENCY,72.29,True,tied(gap=0.00)_recency(2026-05-07),page_332_semantic_1.csv=72.29; page_332_semantic_2.csv=56.27; page_332_semantic_3.csv=72.29,False,True,2026-06-28T20:56:11.030832
page_333,333,3,3,page_333_semantic_2.csv,SCORE_CLEAR,74.69,False,score_gap(74.69_vs_73.65),page_333_semantic_1.csv=73.65; page_333_semantic_2.csv=74.69; page_333_semantic_3.csv=73.65,False,True,2026-06-28T20:56:20.678502
page_334,334,3,3,page_334_semantic_2.csv,SCORE_TIED_RECENCY,78.25,True,tied(gap=0.00)_recency(2026-05-07),page_334_semantic_1.csv=78.25; page_334_semantic_2.csv=78.25; page_334_semantic_3.csv=75.39,False,True,2026-06-28T20:56:28.881770
page_335,335,3,3,page_335_semantic_2.csv,SCORE_TIED_RECENCY,77.68,True,tied(gap=0.00)_recency(2026-05-07),page_335_semantic_1.csv=77.68; page_335_semantic_2.csv=77.68; page_335_semantic_3.csv=75.20,False,True,2026-06-28T20:56:36.235304
page_336,336,3,3,page_336_semantic_3.csv,SCORE_TIED_RECENCY,73.85,True,tied(gap=0.00)_recency(2026-05-07),page_336_semantic_1.csv=73.85; page_336_semantic_2.csv=72.55; page_336_semantic_3.csv=73.85,False,True,2026-06-28T20:56:44.019225
page_337,337,3,3,page_337_semantic_3.csv,SCORE_TIED_RECENCY,72.31,True,tied(gap=0.00)_recency(2026-05-07),page_337_semantic_1.csv=72.31; page_337_semantic_2.csv=71.21; page_337_semantic_3.csv=72.31,False,True,2026-06-28T20:56:52.624016
page_338,338,3,3,page_338_semantic_2.csv,SCORE_TIED_RECENCY,77.58,True,tied(gap=0.00)_recency(2026-05-07),page_338_semantic_1.csv=77.58; page_338_semantic_2.csv=77.58; page_338_semantic_3.csv=77.31,False,True,2026-06-28T20:57:00.609829
page_339,339,3,3,page_339_semantic_2.csv,SCORE_TIED_RECENCY,77.84,True,tied(gap=0.00)_recency(2026-05-07),page_339_semantic_1.csv=77.84; page_339_semantic_2.csv=77.84; page_339_semantic_3.csv=76.91,False,True,2026-06-28T20:57:08.028145
page_340,340,3,3,page_340_semantic_3.csv,SCORE_TIED_RECENCY,74.06,True,tied(gap=0.00)_recency(2026-05-07),page_340_semantic_1.csv=74.06; page_340_semantic_2.csv=72.52; page_340_semantic_3.csv=74.06,False,True,2026-06-28T20:57:15.661847
page_342,342,3,3,page_342_semantic_2.csv,SCORE_TIED_RECENCY,77.56,True,tied(gap=0.00)_recency(2026-05-07),page_342_semantic_1.csv=77.56; page_342_semantic_2.csv=77.56; page_342_semantic_3.csv=76.04,False,True,2026-06-28T20:57:23.676046
page_343,343,3,3,page_343_semantic_2.csv,SCORE_TIED_RECENCY,79.42,True,tied(gap=0.00)_recency(2026-05-07),page_343_semantic_1.csv=79.42; page_343_semantic_2.csv=79.42; page_343_semantic_3.csv=77.84,False,True,2026-06-28T20:57:31.433445
page_344,344,3,3,page_344_semantic_3.csv,SCORE_TIED_RECENCY,76.19,True,tied(gap=0.00)_recency(2026-05-07),page_344_semantic_1.csv=76.19; page_344_semantic_2.csv=73.68; page_344_semantic_3.csv=76.19,False,True,2026-06-28T20:57:39.171801
page_345,345,3,3,page_345_semantic_3.csv,SCORE_TIED_RECENCY,76.62,True,tied(gap=0.00)_recency(2026-05-07),page_345_semantic_1.csv=76.62; page_345_semantic_2.csv=75.29; page_345_semantic_3.csv=76.62,False,True,2026-06-28T20:57:46.142357
page_346,346,3,3,page_346_semantic_2.csv,SCORE_TIED_RECENCY,79.24,True,tied(gap=0.00)_recency(2026-05-07),page_346_semantic_1.csv=79.24; page_346_semantic_2.csv=79.24; page_346_semantic_3.csv=78.01,False,True,2026-06-28T20:57:53.756291
page_347,347,3,3,page_347_semantic_2.csv,SCORE_TIED_RECENCY,79.05,True,tied(gap=0.00)_recency(2026-05-07),page_347_semantic_1.csv=79.05; page_347_semantic_2.csv=79.05; page_347_semantic_3.csv=78.01,False,True,2026-06-28T20:58:02.870248
page_348,348,3,2,page_348_semantic_3.csv,SCORE_TIED_RECENCY,70.04,True,tied(gap=0.00)_recency(2026-05-07),page_348_semantic_1.csv=70.04; page_348_semantic_2.csv=60.00; page_348_semantic_3.csv=70.04,False,True,2026-06-28T20:58:10.650949
page_350,350,3,3,page_350_semantic_3.csv,SCORE_TIED_RECENCY,75.87,True,tied(gap=0.00)_recency(2026-05-07),page_350_semantic_1.csv=75.87; page_350_semantic_2.csv=75.10; page_350_semantic_3.csv=75.87,False,True,2026-06-28T20:58:18.844997
page_351,351,3,3,page_351_semantic_3.csv,SCORE_TIED_RECENCY,75.43,True,tied(gap=0.00)_recency(2026-05-07),page_351_semantic_1.csv=75.43; page_351_semantic_2.csv=74.31; page_351_semantic_3.csv=75.43,False,True,2026-06-28T20:58:26.525404
page_352,352,3,3,page_352_semantic_2.csv,SCORE_TIED_RECENCY,77.27,True,tied(gap=0.00)_recency(2026-05-07),page_352_semantic_1.csv=77.27; page_352_semantic_2.csv=77.27; page_352_semantic_3.csv=77.14,False,True,2026-06-28T20:58:34.820090
page_353,353,3,3,page_353_semantic_3.csv,SCORE_TIED_RECENCY,78.54,True,tied(gap=0.08)_recency(2026-05-07),page_353_semantic_1.csv=78.46; page_353_semantic_2.csv=78.46; page_353_semantic_3.csv=78.54,False,True,2026-06-28T20:58:42.627104
page_354,354,3,3,page_354_semantic_2.csv,SCORE_CLEAR,74.53,False,score_gap(74.53_vs_74.30),page_354_semantic_1.csv=74.30; page_354_semantic_2.csv=74.53; page_354_semantic_3.csv=74.30,False,True,2026-06-28T20:58:50.489790
page_355,355,3,3,page_355_semantic_2.csv,SCORE_CLEAR,75.62,False,score_gap(75.62_vs_75.40),page_355_semantic_1.csv=75.40; page_355_semantic_2.csv=75.62; page_355_semantic_3.csv=75.40,False,True,2026-06-28T20:58:58.231857
page_356,356,3,3,page_356_semantic_2.csv,SCORE_TIED_RECENCY,78.46,True,tied(gap=0.00)_recency(2026-05-07),page_356_semantic_1.csv=78.46; page_356_semantic_2.csv=78.46; page_356_semantic_3.csv=78.43,False,True,2026-06-28T20:59:05.701992
page_357,357,3,3,page_357_semantic_3.csv,SCORE_TIED_RECENCY,77.35,True,tied(gap=0.01)_recency(2026-05-07),page_357_semantic_1.csv=77.34; page_357_semantic_2.csv=77.34; page_357_semantic_3.csv=77.35,False,True,2026-06-28T20:59:13.004664
page_358,358,3,3,page_358_semantic_2.csv,SCORE_CLEAR,77.5,False,score_gap(77.50_vs_77.09),page_358_semantic_1.csv=77.09; page_358_semantic_2.csv=77.50; page_358_semantic_3.csv=77.09,False,True,2026-06-28T20:59:20.298806
page_359,359,3,3,page_359_semantic_3.csv,SCORE_TIED_RECENCY,75.03,True,tied(gap=0.00)_recency(2026-05-07),page_359_semantic_1.csv=75.03; page_359_semantic_2.csv=74.46; page_359_semantic_3.csv=75.03,False,True,2026-06-28T20:59:27.251542
page_360,360,3,3,page_360_semantic_2.csv,SCORE_TIED_RECENCY,77.93,True,tied(gap=0.00)_recency(2026-05-07),page_360_semantic_1.csv=77.93; page_360_semantic_2.csv=77.93; page_360_semantic_3.csv=77.82,False,True,2026-06-28T20:59:35.136196
page_361,361,3,3,page_361_semantic_2.csv,SCORE_TIED_RECENCY,79.96,True,tied(gap=0.00)_recency(2026-05-07),page_361_semantic_1.csv=79.96; page_361_semantic_2.csv=79.96; page_361_semantic_3.csv=78.64,False,True,2026-06-28T20:59:42.716376
page_362,362,3,3,page_362_semantic_3.csv,SCORE_TIED_RECENCY,74.9,True,tied(gap=0.00)_recency(2026-05-07),page_362_semantic_1.csv=74.90; page_362_semantic_2.csv=74.69; page_362_semantic_3.csv=74.90,False,True,2026-06-28T20:59:51.799284
page_363,363,3,3,page_363_semantic_3.csv,SCORE_TIED_RECENCY,74.87,True,tied(gap=0.00)_recency(2026-05-07),page_363_semantic_1.csv=74.87; page_363_semantic_2.csv=74.55; page_363_semantic_3.csv=74.87,False,True,2026-06-28T20:59:59.411375
page_364,364,3,3,page_364_semantic_3.csv,SCORE_CLEAR,79.27,False,score_gap(79.27_vs_78.00),page_364_semantic_1.csv=78.00; page_364_semantic_2.csv=78.00; page_364_semantic_3.csv=79.27,False,True,2026-06-28T21:00:07.963386
page_365,365,3,3,page_365_semantic_3.csv,SCORE_CLEAR,78.92,False,score_gap(78.92_vs_78.07),page_365_semantic_1.csv=78.07; page_365_semantic_2.csv=78.07; page_365_semantic_3.csv=78.92,False,True,2026-06-28T21:00:16.610149
page_366,366,3,3,page_366_semantic_3.csv,SCORE_TIED_RECENCY,75.31,True,tied(gap=0.00)_recency(2026-05-07),page_366_semantic_1.csv=75.31; page_366_semantic_2.csv=75.27; page_366_semantic_3.csv=75.31,False,True,2026-06-28T21:00:24.602378
page_367,367,2,2,page_367_semantic_1.csv,SCORE_CLEAR,74.73,False,score_gap(74.73_vs_69.74),page_367_semantic_1.csv=74.73; page_367_semantic_2.csv=69.74,False,True,2026-06-29T14:52:35.133052
page_368,368,3,3,page_368_semantic_3.csv,SCORE_TIED_RECENCY,79.56,True,tied(gap=0.08)_recency(2026-05-07),page_368_semantic_1.csv=79.48; page_368_semantic_2.csv=79.48; page_368_semantic_3.csv=79.56,False,True,2026-06-28T21:00:42.203134
page_369,369,3,3,page_369_semantic_2.csv,SCORE_TIED_RECENCY,79.0,True,tied(gap=0.00)_recency(2026-05-07),page_369_semantic_1.csv=79.00; page_369_semantic_2.csv=79.00; page_369_semantic_3.csv=78.89,False,True,2026-06-28T21:00:50.563118
page_370,370,3,3,page_370_semantic_2.csv,SCORE_TIED_RECENCY,78.44,True,tied(gap=0.00)_recency(2026-05-07),page_370_semantic_1.csv=78.44; page_370_semantic_2.csv=78.44; page_370_semantic_3.csv=76.72,False,True,2026-06-28T21:00:58.520045
page_371,371,3,3,page_371_semantic_3.csv,SCORE_TIED_RECENCY,78.51,True,tied(gap=0.04)_recency(2026-05-07),page_371_semantic_1.csv=78.47; page_371_semantic_2.csv=78.47; page_371_semantic_3.csv=78.51,False,True,2026-06-28T21:01:06.379716
page_372,372,3,3,page_372_semantic_2.csv,SCORE_CLEAR,74.96,False,score_gap(74.96_vs_73.70),page_372_semantic_1.csv=73.70; page_372_semantic_2.csv=74.96; page_372_semantic_3.csv=73.70,False,True,2026-06-28T21:01:14.979016
page_373,373,1,1,page_373_semantic_1.csv,SINGLE,76.95,False,only_one_run,page_373_semantic_1.csv=76.95,True,True,2026-06-28T21:01:21.330865
page_374,374,3,3,page_374_semantic_3.csv,SCORE_CLEAR,79.31,False,score_gap(79.31_vs_77.97),page_374_semantic_1.csv=77.97; page_374_semantic_2.csv=77.97; page_374_semantic_3.csv=79.31,False,True,2026-06-28T21:01:29.067266
page_375,375,3,3,page_375_semantic_3.csv,SCORE_CLEAR,79.58,False,score_gap(79.58_vs_78.43),page_375_semantic_1.csv=78.43; page_375_semantic_2.csv=78.43; page_375_semantic_3.csv=79.58,False,True,2026-06-28T21:01:37.244176
page_376,376,3,3,page_376_semantic_2.csv,SCORE_CLEAR,74.66,False,score_gap(74.66_vs_73.16),page_376_semantic_1.csv=73.16; page_376_semantic_2.csv=74.66; page_376_semantic_3.csv=73.16,False,True,2026-06-28T21:01:45.166655
page_377,377,3,3,page_377_semantic_2.csv,SCORE_CLEAR,75.91,False,score_gap(75.91_vs_74.76),page_377_semantic_1.csv=74.76; page_377_semantic_2.csv=75.91; page_377_semantic_3.csv=74.76,False,True,2026-06-28T21:01:53.648055
page_378,378,3,3,page_378_semantic_3.csv,SCORE_CLEAR,79.56,False,score_gap(79.56_vs_78.22),page_378_semantic_1.csv=78.22; page_378_semantic_2.csv=78.22; page_378_semantic_3.csv=79.56,False,True,2026-06-28T21:02:02.048157
page_379,379,3,3,page_379_semantic_3.csv,SCORE_CLEAR,79.81,False,score_gap(79.81_vs_78.47),page_379_semantic_1.csv=78.47; page_379_semantic_2.csv=78.47; page_379_semantic_3.csv=79.81,False,True,2026-06-28T21:02:10.875619
page_380,380,3,3,page_380_semantic_3.csv,SCORE_CLEAR,79.49,False,score_gap(79.49_vs_78.06),page_380_semantic_1.csv=78.06; page_380_semantic_2.csv=78.06; page_380_semantic_3.csv=79.49,False,True,2026-06-28T21:02:19.495936
page_381,381,3,3,page_381_semantic_3.csv,SCORE_CLEAR,79.15,False,score_gap(79.15_vs_77.84),page_381_semantic_1.csv=77.84; page_381_semantic_2.csv=77.84; page_381_semantic_3.csv=79.15,False,True,2026-06-28T21:02:27.484472
page_382,382,3,3,page_382_semantic_2.csv,SCORE_CLEAR,76.11,False,score_gap(76.11_vs_74.65),page_382_semantic_1.csv=74.65; page_382_semantic_2.csv=76.11; page_382_semantic_3.csv=74.65,False,True,2026-06-28T21:02:35.266162
page_383,383,2,2,page_383_semantic_1.csv,SCORE_CLEAR,75.76,False,score_gap(75.76_vs_71.66),page_383_semantic_1.csv=75.76; page_383_semantic_2.csv=71.66,False,True,2026-06-29T14:52:43.557554
page_384,384,3,3,page_384_semantic_3.csv,SCORE_CLEAR,78.56,False,score_gap(78.56_vs_77.13),page_384_semantic_1.csv=77.13; page_384_semantic_2.csv=77.13; page_384_semantic_3.csv=78.56,False,True,2026-06-28T21:02:50.234008
page_385,385,3,3,page_385_semantic_3.csv,SCORE_CLEAR,77.49,False,score_gap(77.49_vs_76.98),page_385_semantic_1.csv=76.98; page_385_semantic_2.csv=76.98; page_385_semantic_3.csv=77.49,False,True,2026-06-28T21:02:57.964415
page_386,386,3,3,page_386_semantic_2.csv,SCORE_CLEAR,74.57,False,score_gap(74.57_vs_73.00),page_386_semantic_1.csv=73.00; page_386_semantic_2.csv=74.57; page_386_semantic_3.csv=73.00,False,True,2026-06-28T21:03:05.680257
page_387,387,3,3,page_387_semantic_2.csv,SCORE_CLEAR,73.62,False,score_gap(73.62_vs_72.60),page_387_semantic_1.csv=72.60; page_387_semantic_2.csv=73.62; page_387_semantic_3.csv=72.60,False,True,2026-06-28T21:03:14.802850
page_388,388,3,3,page_388_semantic_3.csv,SCORE_CLEAR,79.63,False,score_gap(79.63_vs_78.20),page_388_semantic_1.csv=78.20; page_388_semantic_2.csv=78.20; page_388_semantic_3.csv=79.63,False,True,2026-06-28T21:03:22.172140
page_389,389,3,3,page_389_semantic_2.csv,SCORE_TIED_RECENCY,79.39,True,tied(gap=0.00)_recency(2026-05-07),page_389_semantic_1.csv=79.39; page_389_semantic_2.csv=79.39; page_389_semantic_3.csv=79.25,False,True,2026-06-28T21:03:30.133239
page_390,390,3,3,page_390_semantic_3.csv,SCORE_CLEAR,78.12,False,score_gap(78.12_vs_77.81),page_390_semantic_1.csv=77.81; page_390_semantic_2.csv=77.81; page_390_semantic_3.csv=78.12,False,True,2026-06-28T21:03:38.515165
page_391,391,3,3,page_391_semantic_2.csv,SCORE_TIED_RECENCY,78.32,True,tied(gap=0.00)_recency(2026-05-07),page_391_semantic_1.csv=78.32; page_391_semantic_2.csv=78.32; page_391_semantic_3.csv=78.29,False,True,2026-06-28T21:03:46.096558
page_392,392,3,3,page_392_semantic_3.csv,SCORE_TIED_RECENCY,74.71,True,tied(gap=0.00)_recency(2026-05-07),page_392_semantic_1.csv=74.71; page_392_semantic_2.csv=74.17; page_392_semantic_3.csv=74.71,False,True,2026-06-28T21:03:53.994476
page_393,393,3,3,page_393_semantic_2.csv,SCORE_CLEAR,74.47,False,score_gap(74.47_vs_74.26),page_393_semantic_1.csv=74.26; page_393_semantic_2.csv=74.47; page_393_semantic_3.csv=74.26,False,True,2026-06-28T21:04:02.843658
page_394,394,3,3,page_394_semantic_3.csv,SCORE_CLEAR,78.19,False,score_gap(78.19_vs_78.00),page_394_semantic_1.csv=78.00; page_394_semantic_2.csv=78.00; page_394_semantic_3.csv=78.19,False,True,2026-06-28T21:04:11.013212
page_395,395,3,3,page_395_semantic_2.csv,SCORE_TIED_RECENCY,78.16,True,tied(gap=0.00)_recency(2026-05-07),page_395_semantic_1.csv=78.16; page_395_semantic_2.csv=78.16; page_395_semantic_3.csv=77.67,False,True,2026-06-28T21:04:19.411543
page_396,396,3,3,page_396_semantic_3.csv,SCORE_TIED_RECENCY,76.52,True,tied(gap=0.00)_recency(2026-05-07),page_396_semantic_1.csv=76.52; page_396_semantic_2.csv=76.50; page_396_semantic_3.csv=76.52,False,True,2026-06-28T21:04:27.254318
page_397,397,3,3,page_397_semantic_2.csv,SCORE_CLEAR,73.42,False,score_gap(73.42_vs_73.15),page_397_semantic_1.csv=73.15; page_397_semantic_2.csv=73.42; page_397_semantic_3.csv=73.15,False,True,2026-06-28T21:04:35.030537
page_398,398,3,3,page_398_semantic_3.csv,SCORE_CLEAR,77.8,False,score_gap(77.80_vs_77.68),page_398_semantic_1.csv=77.68; page_398_semantic_2.csv=77.68; page_398_semantic_3.csv=77.80,False,True,2026-06-28T21:04:43.200759
page_399,399,3,3,page_399_semantic_2.csv,SCORE_TIED_RECENCY,78.53,True,tied(gap=0.00)_recency(2026-05-07),page_399_semantic_1.csv=78.53; page_399_semantic_2.csv=78.53; page_399_semantic_3.csv=78.49,False,True,2026-06-28T21:04:51.054407
page_400,400,3,3,page_400_semantic_2.csv,SCORE_CLEAR,74.86,False,score_gap(74.86_vs_74.57),page_400_semantic_1.csv=74.57; page_400_semantic_2.csv=74.86; page_400_semantic_3.csv=74.57,False,True,2026-06-28T21:04:58.827462
page_401,401,3,3,page_401_semantic_3.csv,SCORE_TIED_RECENCY,74.82,True,tied(gap=0.00)_recency(2026-05-07),page_401_semantic_1.csv=74.82; page_401_semantic_2.csv=74.32; page_401_semantic_3.csv=74.82,False,True,2026-06-28T21:05:06.958559
page_402,402,3,3,page_402_semantic_3.csv,SCORE_CLEAR,78.17,False,score_gap(78.17_vs_78.00),page_402_semantic_1.csv=78.00; page_402_semantic_2.csv=78.00; page_402_semantic_3.csv=78.17,False,True,2026-06-28T21:05:15.700994
page_403,403,3,3,page_403_semantic_3.csv,SCORE_CLEAR,78.59,False,score_gap(78.59_vs_77.47),page_403_semantic_1.csv=77.47; page_403_semantic_2.csv=77.47; page_403_semantic_3.csv=78.59,False,True,2026-06-28T21:05:24.121013
page_404,404,3,3,page_404_semantic_2.csv,SCORE_CLEAR,75.52,False,score_gap(75.52_vs_73.97),page_404_semantic_1.csv=73.97; page_404_semantic_2.csv=75.52; page_404_semantic_3.csv=73.97,False,True,2026-06-28T21:05:31.913954
page_405,405,3,3,page_405_semantic_2.csv,SCORE_CLEAR,75.03,False,score_gap(75.03_vs_73.89),page_405_semantic_1.csv=73.89; page_405_semantic_2.csv=75.03; page_405_semantic_3.csv=73.89,False,True,2026-06-28T21:05:39.507534
page_406,406,3,3,page_406_semantic_3.csv,SCORE_TIED_RECENCY,76.75,True,tied(gap=0.03)_recency(2026-05-07),page_406_semantic_1.csv=76.72; page_406_semantic_2.csv=76.72; page_406_semantic_3.csv=76.75,False,True,2026-06-28T21:05:47.044150
page_407,407,3,3,page_407_semantic_2.csv,SCORE_TIED_RECENCY,77.11,True,tied(gap=0.00)_recency(2026-05-07),page_407_semantic_1.csv=77.11; page_407_semantic_2.csv=77.11; page_407_semantic_3.csv=76.97,False,True,2026-06-28T21:05:54.297089
page_408,408,3,3,page_408_semantic_3.csv,SCORE_TIED_RECENCY,74.21,True,tied(gap=0.00)_recency(2026-05-07),page_408_semantic_1.csv=74.21; page_408_semantic_2.csv=74.11; page_408_semantic_3.csv=74.21,False,True,2026-06-28T21:06:02.532773
page_409,409,3,3,page_409_semantic_2.csv,SCORE_CLEAR,74.21,False,score_gap(74.21_vs_73.93),page_409_semantic_1.csv=73.93; page_409_semantic_2.csv=74.21; page_409_semantic_3.csv=73.93,False,True,2026-06-28T21:06:10.405916
page_410,410,3,3,page_410_semantic_2.csv,SCORE_CLEAR,73.64,False,score_gap(73.64_vs_73.37),page_410_semantic_1.csv=73.37; page_410_semantic_2.csv=73.64; page_410_semantic_3.csv=73.37,False,True,2026-06-28T21:06:18.179986
page_411,411,3,3,page_411_semantic_2.csv,SCORE_CLEAR,75.89,False,score_gap(75.89_vs_74.92),page_411_semantic_1.csv=74.92; page_411_semantic_2.csv=75.89; page_411_semantic_3.csv=74.92,False,True,2026-06-28T21:06:26.699705
page_412,412,3,3,page_412_semantic_3.csv,SCORE_CLEAR,79.41,False,score_gap(79.41_vs_78.25),page_412_semantic_1.csv=78.25; page_412_semantic_2.csv=78.25; page_412_semantic_3.csv=79.41,False,True,2026-06-28T21:06:34.188052
page_413,413,3,3,page_413_semantic_3.csv,SCORE_CLEAR,77.95,False,score_gap(77.95_vs_77.32),page_413_semantic_1.csv=77.32; page_413_semantic_2.csv=77.32; page_413_semantic_3.csv=77.95,False,True,2026-06-28T21:06:42.037943
page_414,414,3,3,page_414_semantic_2.csv,SCORE_CLEAR,75.55,False,score_gap(75.55_vs_75.30),page_414_semantic_1.csv=75.30; page_414_semantic_2.csv=75.55; page_414_semantic_3.csv=75.30,False,True,2026-06-28T21:06:50.867119
page_415,415,3,3,page_415_semantic_2.csv,SCORE_CLEAR,76.18,False,score_gap(76.18_vs_75.98),page_415_semantic_1.csv=75.98; page_415_semantic_2.csv=76.18; page_415_semantic_3.csv=75.98,False,True,2026-06-28T21:06:58.899709
page_416,416,3,3,page_416_semantic_2.csv,SCORE_TIED_RECENCY,79.69,True,tied(gap=0.00)_recency(2026-05-07),page_416_semantic_1.csv=79.69; page_416_semantic_2.csv=79.69; page_416_semantic_3.csv=79.63,False,True,2026-06-28T21:07:07.626615
page_417,417,3,3,page_417_semantic_2.csv,SCORE_TIED_RECENCY,79.86,True,tied(gap=0.00)_recency(2026-05-07),page_417_semantic_1.csv=79.86; page_417_semantic_2.csv=79.86; page_417_semantic_3.csv=79.63,False,True,2026-06-28T21:07:15.591264
page_418,418,3,3,page_418_semantic_3.csv,SCORE_TIED_RECENCY,76.9,True,tied(gap=0.00)_recency(2026-05-07),page_418_semantic_1.csv=76.90; page_418_semantic_2.csv=76.90; page_418_semantic_3.csv=76.90,False,True,2026-06-28T21:07:23.442778
page_419,419,3,3,page_419_semantic_3.csv,SCORE_TIED_RECENCY,75.24,True,tied(gap=0.00)_recency(2026-05-07),page_419_semantic_1.csv=75.24; page_419_semantic_2.csv=73.96; page_419_semantic_3.csv=75.24,False,True,2026-06-28T21:07:31.447994
page_420,420,3,3,page_420_semantic_2.csv,SCORE_TIED_RECENCY,79.03,True,tied(gap=0.00)_recency(2026-05-07),page_420_semantic_1.csv=79.03; page_420_semantic_2.csv=79.03; page_420_semantic_3.csv=77.96,False,True,2026-06-28T21:07:39.304618
